headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
argue,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,argue,"《...と...について》 議論する, 言い争う 《with ... about, on, over ...》 / ...を議論する / 《...するように》 ...を説得する 《into ...》",,"《...と...について》 議論する, 言い争う 《with ... about, on, over ...》 / ...を議論する / 《...するように》 ...を説得する 《into ...》",/ˈɑrɡjuː/,2148,They often argue about politics and social issues.,彼らはよく政治や社会問題について議論します。,2996219
argument,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,argument,"〈U〉〈C〉議論, 口論 / 〈C〉論拠, 理由 /  《文》(本・詩などの)要旨, 概要",,"〈U〉〈C〉議論, 口論 / 〈C〉論拠, 理由 /  《文》(本・詩などの)要旨, 概要",/ˈɑːɡjumənt/,2149,I had a heated argument with my friend yesterday.,昨日、友達と激しい口論をしました。,3008884
armchair,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: House and home, environment",,armchair,『ひじ掛けいす』,,『ひじ掛けいす』,/ˈɑːrmˌtʃeər/,2190,I spent the whole afternoon reading a book in my favorite armchair.,私はお気に入りのアームチェアに座って、午後中ずっと本を読んでいました。,2996229
armed,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,armed,武装した / (ある目的のために)用意した,,武装した / (ある目的のために)用意した,/ɑrmd/,2192,The armed forces are ready for the mission.,武装した軍隊は任務の準備ができています。,2996228
around,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,around,"周囲に, あちこちに, 近辺に",,"周囲に, あちこちに, 近辺に",/əˈraʊnd/,9714693,I usually jog around the park in the morning.,私は通常、朝に公園の周りをジョギングします。,6535354
artificial,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,artificial,"人工の, 人造の / 模造の / 不自然な,見せかけの",,"人工の, 人造の / 模造の / 不自然な,見せかけの",/ˌɑːr.tɪˈfɪʃ.əl/,2286,The artificial intelligence industry is rapidly growing.,人工知能産業は急速に成長しています。,2996249
as,conjunction,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,as,"同じぐらい,同様に / 《比較》...ほど, ...くらい / 《様態・程度》…のように,…と同じように / 《同時》…のときに([[when]]); …の間に,…するうちに, ...しながら([[while]]) / 《話》《原因・理由》…だから,…なので / 《譲歩》《文》…だけれども([[though]])",,"同じぐらい,同様に / 《比較》...ほど, ...くらい / 《様態・程度》…のように,…と同じように / 《同時》…のときに([[when]]); …の間に,…するうちに, ...しながら([[while]]) / 《話》《原因・理由》…だから,…なので / 《譲歩》《文》…だけれども([[though]])",/æz/,2304,She is as tall as her brother.,彼女は彼女の兄と同じぐらいの背が高いです。,2996258
asleep,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,asleep,眠って / 永眠して / しびれて,,眠って / 永眠して / しびれて,/əˈsliːp/,2351,She was so tired that she fell asleep on the couch.,彼女はとても疲れていたので、ソファーで眠ってしまった。,2996276
assistant,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,assistant,"補助の,副…,助…",,"補助の,副…,助…",/əˈsɪstənt/,9702369,The young man whom I employed as my assistant works very hard.,私が助手に雇った青年はとてもよく働く。,81787
association,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Relations with other people",,association,"協会、組合
(～との)連合、共同、(～との)交際〈with〉
連想、連想されるもの",,"協会、組合
(～との)連合、共同、(～との)交際〈with〉
連想、連想されるもの",/əˌsoʊ.siˈeɪ.ʃən/,2414,I am a member of the local photography association.,私は地元の写真協会のメンバーです。,2996295
astronaut,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,astronaut,宇宙飛行士,,宇宙飛行士,/ˈæstrənɔːt/,2466,The astronaut is preparing for his next mission.,その宇宙飛行士は次のミッションの準備をしています。,2996309
athlete,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: Leisure activities

Threshold: Personal identification",,athlete,"競技者,運動家 / 強壮な人;《英》陸上競技選手",,"競技者,運動家 / 強壮な人;《英》陸上競技選手",/ˈæθ.liːt/,2507,The athlete trained hard every day to improve his performance.,その競技者は、パフォーマンスを向上させるために毎日厳しくトレーニングしていました。,2996323
atom,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,atom,"原子  / 微量,非常な少量;《a~》微量,わずか(の…)《+of+名》",,"原子  / 微量,非常な少量;《a~》微量,わずか(の…)《+of+名》",/ˈætəm/,2528,The atom is the basic unit of a chemical element.,原子は化学元素の基本単位です。,2996334
attack,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: Relations with other people",,attack,"〈U〉〈C〉(…に対する)攻撃;(ゲームの)攻め;非難《+on(upon, against)+名》  / 〈C〉発病,発作  / 〈U〉(仕事への)着手,開始",,"〈U〉〈C〉(…に対する)攻撃;(ゲームの)攻め;非難《+on(upon, against)+名》  / 〈C〉発病,発作  / 〈U〉(仕事への)着手,開始",/əˈtæk/,2562,The bear suddenly attacked the campers.,その熊は突然キャンパーたちを襲った。,2996341
attack,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,attack,"…'を'襲う,攻撃する;(ゲームで)…'を'攻める  / (演説・文書などで)…'を'非難する,攻撃する  / 〈病気・不運などが〉…'を'襲う,冒す  / 〈仕事など〉‘に'勢いよく取りかかる,着手する  / 攻撃をする  /",,"…'を'襲う,攻撃する;(ゲームで)…'を'攻める  / (演説・文書などで)…'を'非難する,攻撃する  / 〈病気・不運などが〉…'を'襲う,冒す  / 〈仕事など〉‘に'勢いよく取りかかる,着手する  / 攻撃をする  /",/əˈtæk/,9704032,They attacked the enemy.,彼らは敵を攻撃した。,22248
attempt,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,attempt,"〈C〉企て, 試み",,"〈C〉企て, 試み",/əˈtɛmpt/,9702372,This is my fifth attempt.,これは私の5回目の試みです。,1633818
attention,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,attention,"〈U〉(…に対する)注意,注意力《+to+名》  / 〈U〉世話,思いやり(consideration)  / 《複数形で》親切,(特に婦人に対する)心づかい  / 〈U〉「気をつけ」の号令,気をつけの姿勢",,"〈U〉(…に対する)注意,注意力《+to+名》  / 〈U〉世話,思いやり(consideration)  / 《複数形で》親切,(特に婦人に対する)心づかい  / 〈U〉「気をつけ」の号令,気をつけの姿勢",/əˈtɛnʃən/,2576,Please pay attention to the traffic signals.,交通信号に注意してください。,2996347
attitude,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,attitude,"〈U〉《人・物に対する》態度, 姿勢《toward, to, on ...》 /",,"〈U〉《人・物に対する》態度, 姿勢《toward, to, on ...》 /",/ˈætɪˌtud/,2588,Your attitude towards work is commendable.,あなたの仕事に対する態度は称賛に値します。,2996362
attractive,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,attractive,"魅力のある, 魅力的な / 引力のある",,"魅力のある, 魅力的な / 引力のある",/əˈtræktɪv/,2597,She has an attractive personality that everyone loves.,彼女は誰もが愛する魅力的な性格を持っています。,2996360
audience,noun,"CoreInventory_1: Media

CoreInventory 2: 

Threshold: Free time, entertainment",,audience,聴衆、観客,,聴衆、観客,/ˈɔːdiəns/,2629,The audience was captivated by the stunning performance.,聴衆はその見事なパフォーマンスに魅了されました。,2996370
audio,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,audio,"(電波の)可聴周波の,低周波の;(テレビの)音声の  / (テレビの)音声[部門]",,"(電波の)可聴周波の,低周波の;(テレビの)音声の  / (テレビの)音声[部門]",/ˈɔdi.oʊ/,2630,The audio frequency of this radio is very clear.,このラジオの音声周波数は非常にクリアだ。,2996365
author,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Free time, entertainment",,author,"著者,作者,作家,著作者  / (…の)創始者,創造者,張本人《+of+名》  / (ある著者の)著書,作品",,"著者,作者,作家,著作者  / (…の)創始者,創造者,張本人《+of+名》  / (ある著者の)著書,作品",/ˈɔːθər/,2703,The author of this book is very famous.,この本の著者はとても有名です。,2996384
automatic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,automatic,"自動の,自動装置(機械)の  / (行動などが)無意識の,機械的な  / (銃砲が)自動式の  / 自動機械  / 自動式ライフル(ピストル)",,"自動の,自動装置(機械)の  / (行動などが)無意識の,機械的な  / (銃砲が)自動式の  / 自動機械  / 自動式ライフル(ピストル)",/ɔːtəˈmætɪk/,2742,The door opens automatically when you approach it.,あなたが近づくと、ドアは自動的に開きます。,2996407
automatically,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,automatically,"自動的に  / 無意識に,機械的に",,"自動的に  / 無意識に,機械的に",/ɔː.təˈmæ.tɪ.kə.li/,2745,The doors will automatically close after you exit.,あなたが出ると、ドアは自動的に閉まります。,2996409
average,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,average,平均の / 普通の,,平均の / 普通の,/ˈævərɪdʒ/,9704033,He was a man of average height.,彼は平均的な背丈だ。,25892
average,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,average,"〈C〉 平均, 平均値",,"〈C〉 平均, 平均値",/ˈævərɪdʒ/,2785,The average height of the students in the class is 160 centimeters.,クラスの生徒の平均身長は160センチメートルです。,3008886
avoid,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,avoid,"を避ける,を回避する / (契約など)を無効にする",,"を避ける,を回避する / (契約など)を無効にする",/əˈvɔɪd/,2804,We should avoid eating too much junk food.,私たちはジャンクフードを食べすぎるのを避けるべきです。,2996441
award,noun,"CoreInventory_1: Media

CoreInventory 2: 

Threshold: Free time, entertainment",,award,"〈C〉賞, 賞品",,"〈C〉賞, 賞品",/əˈwɔrd/,9702375,She was nominated for the award.,彼女はその賞の候補に指名されました。,1643737
awful,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,awful,"(光景・事故などが)恐ろしい,すさまじい  / 《話》(行為が)ひどい,見苦しい  / 《話》(程度が)大きい,すごい(great)  / 《俗》ひどく,すごく(very, extremely)",,"(光景・事故などが)恐ろしい,すさまじい  / 《話》(行為が)ひどい,見苦しい  / 《話》(程度が)大きい,すごい(great)  / 《俗》ひどく,すごく(very, extremely)",/ˈɔː.fʊl/,2832,The aftermath of the earthquake was an awful sight.,地震の後の光景は恐ろしいものだった。,2996396
back,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,back,"《名詞の前にのみ用いて》**後ろの**,後部にある,裏の  / 後もどりする,逆の",,"《名詞の前にのみ用いて》**後ろの**,後部にある,裏の  / 後もどりする,逆の",/bæk/,9702377,He felt for his matches and found them in his back pocket.,マッチがないか手でさわってみたら、うしろのポケットに入っているのに気がついた。,107326
background,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: ",,background,"(景色・絵などの)背景,遠景  / (模様などの)地  / (事件などの)背景  / (人の)経歴,前歴",,"(景色・絵などの)背景,遠景  / (模様などの)地  / (事件などの)背景  / (人の)経歴,前歴",/bækˌɡraʊnd/,2984,The background of the painting was a beautiful sunset.,その絵の背景は美しい夕日だった。,2996456
