headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
analogy,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,analogy,類似 / 類推 / 例え,,類似 / 類推 / 例え,/əˈnælədʒi/,1443,The teacher used an analogy between a heart and a pump to explain how the circulatory system works.,先生は心臓とポンプの例えを使って循環器系がどのように機能するかを説明しました。,2996046
analyst,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,analyst,"(状況などの)分析者,解説者  / (科学・経済・政治の)分析者  / 《米》精神分析家(医)(psychoanalyst)",,"(状況などの)分析者,解説者  / (科学・経済・政治の)分析者  / 《米》精神分析家(医)(psychoanalyst)",/ˈænəlɪst/,1447,The analyst carefully analyzed the situation and provided a detailed report.,分析者は状況を注意深く分析し、詳細なレポートを提供しました。,1660248
anchor,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anchor,"『いかり』(錨) / (いかりのような)固定装置 / 頼みの綱 / (またanchorman)リレーの最終走者(泳者),アンカー / 〈船〉'を'いかりで留める,停泊させる / (一般に)(…に)…'を'留める,固定する《+『名』+『to』+『名』》 / (…に)〈希望など〉'を'つなぐ《+『名』+『in』(『on』)+『名』》 / 〈船が〉いかりを降ろして停泊する;〈人が〉いかりを降ろして...",,"『いかり』(錨) / (いかりのような)固定装置 / 頼みの綱 / (またanchorman)リレーの最終走者(泳者),アンカー / 〈船〉'を'いかりで留める,停泊させる / (一般に)(…に)…'を'留める,固定する《+『名』+『to』+『名』》 / (…に)〈希望など〉'を'つなぐ《+『名』+『in』(『on』)+『名』》 / 〈船が〉いかりを降ろして停泊する;〈人が〉いかりを降ろして...",/ˈæŋ.kər/,1477,The sailor dropped the anchor into the sea.,船員は海にいかりを落とした。,2996062
anchorage,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anchorage,"〈C〉停泊地,投びょう地 / 〈C〉〈U〉留める(固定する)もの / 〈C〉停泊料(税)",,"〈C〉停泊地,投びょう地 / 〈C〉〈U〉留める(固定する)もの / 〈C〉停泊料(税)",/ˈæŋ.kər.ɪdʒ/,1478,The ship found a safe anchorage in the harbor.,船は港で安全な停泊地を見つけた。,1641869
anchorman,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: 

Threshold: Free time, entertainment",,anchorman,"=anchor4 / (テレビ・ラジオで)多元ニュース解説者 / 頼みになる人,大黒柱",,"=anchor4 / (テレビ・ラジオで)多元ニュース解説者 / 頼みになる人,大黒柱",/ˈæŋkərˌmæn/,1482,The anchorman on the evening news is very popular.,夕方のニュースのアンカーマンは非常に人気があります。,2996061
anchorperson,noun,"CoreInventory_1: Hobbies and pastimes

CoreInventory 2: 

Threshold: Free time, entertainment",,anchorperson,(ニュース番組などの)総合司会者,,(ニュース番組などの)総合司会者,/ˈæŋkərpɜːrsən/,9703358,"With her calm demeanor and sharp wit, the veteran anchorperson has become a fixture in the evening news landscape.",落ち着いた物腰と鋭いウィットで知られるベテラン司会者は夕方のニュース界にすっかり定着した。,3010914
anguish,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anguish,"(…に対する)(心身の)『激しい苦しみ』,苦悶(くもん)《+『over』+『名』》 /",,"(…に対する)(心身の)『激しい苦しみ』,苦悶(くもん)《+『over』+『名』》 /",/ˈæŋɡwɪʃ/,1569,She cried out in anguish when she received the devastating news.,彼女は壊滅的なニュースを受けた時、苦しみの中で叫びました。,1631135
animate,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,animate,"…‘に'生命を吹き込む,生命を与える / …'を'活気づける,生き生きさせる / …'を'励ます;…‘に'駆りたてる",,"…‘に'生命を吹き込む,生命を与える / …'を'活気づける,生き生きさせる / …'を'励ます;…‘に'駆りたてる",/'ænɪˌmeɪt/,1587,The artist used his brush to animate the characters in the painting.,画家は筆を使って絵の中のキャラクターに生命を吹き込みました。,1638176
anonymous,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anonymous,"作者不明の / 名を伏せた,匿名の / 名もない,人に知られていない",,"作者不明の / 名を伏せた,匿名の / 名もない,人に知られていない",/əˈnɒnɪməs/,1654,The author of this poem remains anonymous.,この詩の作者は未だに作者不明です。,2996080
antiaircraft,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,antiaircraft,"対空の,防空の",,"対空の,防空の",/ˌæntiˈɛəˌkræft/,1717,The military deployed antiaircraft weapons to protect against enemy air attacks.,軍は敵の空襲から守るために対空兵器を展開しました。,1630027
antibacterial,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,antibacterial,抗菌性の,,抗菌性の,/æn.ti.bækˈtɪə.ri.əl/,9704317,This soap has an antibacterial effect.,この石鹸は抗菌効果があります。,4278210
anticancer,adjective,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Health and body care",,anticancer,抗がんの,,抗がんの,/æntɪˈsænsər/,9703360,They are bent on developing a new anticancer drug soon.,彼らは新しい抗がん剤を早期に開発しようと意気込んでいる。,3010916
anticipate,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anticipate,を予想する / を期待する / 〈事〉に前もって対処する / 〈人〉より先に行う,,を予想する / を期待する / 〈事〉に前もって対処する / 〈人〉より先に行う,/ænˈtɪsɪˌpeɪt/,1723,I anticipate that the meeting will end early today.,私は今日の会議が早く終わると予想しています。,2996111
anticipation,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,anticipation,"(…の)予想,期待《+『of』+『名』》,(…という)予想《+『that節』》",,"(…の)予想,期待《+『of』+『名』》,(…という)予想《+『that節』》",/ænˌtɪsɪˈpeɪʃən/,1724,I am filled with anticipation for the upcoming concert.,今度のコンサートへの期待でいっぱいだ。,1634126
antipollution,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: ",,antipollution,汚染防止の、公害反対の,,汚染防止の、公害反対の,/ˌæn.ti.pəˈlu.ʃən/,9704318,The government is implementing new antipollution measures to protect the environment.,政府は、環境を守るために新しい反汚染対策を実施している,4278361
antique,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,antique,"(物・形が)古風な,旧式の,時代遅れの(old-fashioned)  / 古い時代の,古来の",,"(物・形が)古風な,旧式の,時代遅れの(old-fashioned)  / 古い時代の,古来の",/ænˈtiːk/,9702361,The antique furniture has a unique charm.,古い家具は独特な魅力がある。,1625540
antistatic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,antistatic,帯電防止の,,帯電防止の,/æntɪˈstætɪk/,9704319,This antistatic mat prevents static electricity from damaging the electronic components.,この抗静電マットは、静電気が電子部品を破損するのを防ぎます。,4278512
antivirus,adjective,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Health and body care",,antivirus,抗ウイルス性の,,抗ウイルス性の,/æntɪˈvaɪrəs/,9703361,You should install antivirus software.,あなたはウイルス対策ソフトをインストールした方がいい。,3010917
apostrophe,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Language",,apostrophe,アポストロフィー('印),,アポストロフィー('印),/əˈpɑstrəfi/,1885,I can't believe it!,信じられない！,1641889
appeal,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,appeal,"訴える,呼びかける  / (上級裁判機関に)控訴する,上告する《+to+名》  / 〈物事が〉(人の)気持に訴える《+to+名》  / (ゲームで)(審判に)規則の裁定を求める《+to+名》",,"訴える,呼びかける  / (上級裁判機関に)控訴する,上告する《+to+名》  / 〈物事が〉(人の)気持に訴える《+to+名》  / (ゲームで)(審判に)規則の裁定を求める《+to+名》",/əˈpiːl/,9702363,He appealed to our emotions.,彼は我々の感情に訴えた。,34777
applicant,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,applicant,"〈C〉《...に対する》申請者,志願者,応募者《for ...》",,"〈C〉《...に対する》申請者,志願者,応募者《for ...》",/əˈplɪkənt/,1941,The applicant must submit all necessary documents.,申請者は必要な全ての書類を提出しなければなりません。,2996161
appreciative,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,appreciative,"鑑賞的な,評価する力のある,目の高い / 感謝の,(…を)感謝して",,"鑑賞的な,評価する力のある,目の高い / 感謝の,(…を)感謝して",/əˈpriːʃətɪv/,1966,I am appreciative of the beautiful artwork.,美しい芸術作品に鑑賞的です。,1631420
approach,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,approach,"〈ある時間・場所・状態〉‘に'近づく,接近する  / (ある目的・要求で)〈人〉‘に'近づく,交渉する《+名〈人〉+on(about)+名(doing)》  / 〈研究・仕事など〉‘に'取りかかる,〈問題など〉'を'扱う  / 〈時・事などが〉近づく  / (程度・性質などにおいて)(…に)似ている,近い《+to+名》",,"〈ある時間・場所・状態〉‘に'近づく,接近する  / (ある目的・要求で)〈人〉‘に'近づく,交渉する《+名〈人〉+on(about)+名(doing)》  / 〈研究・仕事など〉‘に'取りかかる,〈問題など〉'を'扱う  / 〈時・事などが〉近づく  / (程度・性質などにおいて)(…に)似ている,近い《+to+名》",/əˈproʊtʃ/,9702364,They approached the problem differently.,彼らは問題に異なるアプローチをした。,1627903
appropriately,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,appropriately,"適当に,適切に,ふさわしく",,"適当に,適切に,ふさわしく",/əˈproʊpriətli/,1979,He responded appropriately to the situation.,彼は適切に状況に対応しました。,1631422
approximate,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,approximate,近似の　,,近似の　,/əˈprɑksəmət/,1987,The approximate time of arrival is around 3 pm.,到着のおおよその時間は午後3時頃です。,2996183
arch,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,arch,"(建物の)『アーチ』,迫持(せりもち) / アーチ型の記念碑,弓形門 / 『弓形のもの』 / (足の)土踏まず",,"(建物の)『アーチ』,迫持(せりもち) / アーチ型の記念碑,弓形門 / 『弓形のもの』 / (足の)土踏まず",/ɑːrtʃ/,2069,The arch of the bridge was beautifully illuminated at night.,その橋のアーチは夜になると美しく照らされていた。,2996200
archaeologist/archeologist,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,archaeologist,考古学者,,考古学者,/ˌɑːrkiˈɒlədʒɪst/,2073,The archaeologist discovered an ancient artifact during the excavation.,その考古学者は発掘中に古代の遺物を発見しました。,2996201
arctic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,arctic,『北極の』 / 極寒の(frigid),,『北極の』 / 極寒の(frigid),/ˈɑːr.tɪk/,2117,The arctic region is known for its extreme cold weather.,北極地域は、その極端な寒さで知られています。,2996206
arena,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: Leisure activities

Threshold: House and home, environment",,arena,"(古代ローマ時代の円形劇場の中央にある)闘技場 / (一般にスポーツなどの)競技場,競演場 / 競争の場,活躍の舞台",,"(古代ローマ時代の円形劇場の中央にある)闘技場 / (一般にスポーツなどの)競技場,競演場 / 競争の場,活躍の舞台",/əˈriː.nə/,2133,The gladiators fought bravely in the arena.,剣闘士たちは闘技場で勇敢に戦った。,1658858
aristocracy,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,aristocracy,"〈U〉貴族政治;貴族政治の国,貴族による政府 / 《the~》《集合的に》貴族, 貴族階級, 上流階級 (社会) / 〈C〉(富・知性・教養などで)第一流の人々",,"〈U〉貴族政治;貴族政治の国,貴族による政府 / 《the~》《集合的に》貴族, 貴族階級, 上流階級 (社会) / 〈C〉(富・知性・教養などで)第一流の人々",/ˌær.ɪˈstɑː.krə.si/,2162,The aristocracy ruled the country for many years.,貴族政治は何年もの間、その国を支配していた。,2996215
