cefr,headword,pos,first_meaning,meaning_raw,issues
A1,buy,verb,…を買う,〈他〉…を買う / (ある金額で) …が買える / (代償を払って)…を獲得する,has_dots
A1,bye,noun,さよなら,"さよなら, じゃあまた",
A1,cafe,noun,喫茶店,"〈C〉『喫茶店』([[coffeehouse]]),小レストラン);《英》(酒類を出さない)『軽食堂』 / 〈C〉バー,キャバレー,ナイトクラブ",
A1,cake,noun,ケーキ,"〈U〉〈C〉ケーキ,洋菓子  / 〈C〉平たい焼きパン(パンケーキなど)  / 〈C〉一定の形の塊にした食物  / 〈C〉(…の)ケーキ状の塊《+of+名》",
A1,call,verb,を呼ぶ,"〈他〉を呼ぶ / 〈人〉に電話をかける / 〈自〉《...を》訪問する《on, at ...》",
A1,camera,noun,カメラ,"カメラ,写真機  / テレビ[用]カメラ",
A1,camp,noun,野営地,"〈Ｃ〉(軍隊・登山隊・探検隊などの) 野営地 / 〈Ｃ〉〈U〉野営のテント / 〈U〉野営,キャンプ",
A1,can,modal auxiliary,...することができる,"《能力》...することができる / 《話》《許可・軽い命令》…してもよい; 《疑問文で》…してくれませんか / 《平叙文で》《可能性・推量》…であり得る, ...しうる / 《否定文で》…のはずがない,ではあり得ない / 《疑問文で》いったい…だろうか",
A1,candy,noun,砂糖菓子,"《米》砂糖菓子,キャンデー(《英》sweets)  / 《英》氷砂糖(sugar candy)",
A1,cap,noun,帽子,"(縁のない)帽子,制帽  / (形・用途が)帽子に似たもの;万年筆のキャップ,時計の中ぶた,びんのふた,キノコのかさなど  / (銃弾の)雷管;おもちゃのピストル玉  / 頂上,最高",
A1,car,noun,自動車電車,"自動車(automobile)電車(streetcar)  / 《米》(鉄道の)車両;客車,貨車  / (気球などの)かご;(エレベーターの)箱",
A1,card,noun,カード,"〈C〉カード / 招待状, 名刺, 入場券 / 《話》おもしろい人 / 《米話》(スポーツ試合などの)好い組み合わせ",
A1,care,verb,気にする,"気にする,心配する,関心がある  / …したいと思う,欲する,好む",
A1,careful,adjective,注意深い,"(人が)注意深い, 気をつけている / 《…を》たいせつにしている, 気にかけている《of ...》 / (仕事などが) 入念な, 綿密な",
A1,carefully,adverb,注意深く,"注意深く,気をつけて",
A1,carry,verb,を運ぶ,"〈他〉を運ぶ / 《...が身につけて》…を持ち歩く《about, with, on ...》, 〜を取り扱っている、〜を売っている / 〈自〉(ある距離まで) 達する, 届く",
A1,cartoon,noun,風刺漫画・実物大の下絵・,(政治的な)風刺漫画・(モザイク・壁掛け・壁画などの)実物大の下絵・ / (一続きの)漫画・…'を'漫画化する・(1 枚の時事)風刺漫画・アニメ映画，動画（animated cartoon）・(新聞などの)続き漫画・(壁画などの)実物大下絵・漫画を描く,
A1,case,noun,実例,"〈C〉《...の》実例, 事例 《of ...》 / 《the ~》実情 / 〈C/U〉場合 / 〈C〉訴訟事件, 判例",
A1,cat,noun,猫,"猫;(ライオン,トラ,ヒョウなどの)ネコ科の動物",too_short
A1,catch,noun,捕まえること,"捕まえること,捕獲 / がっちり捕らえて動かなくする物, (戸の)掛け金, (機械の)歯止め / 捕らえた物, 捕獲量,(特に)漁獲高 / 手に入れる価値のある人(物),(特に)いい結婚相手 / キャッチボール / (声・息の一時的な)途切れ / 《話》(人を引っ掛ける)わな,策略",
A1,catch,verb,…を捕らえる,…を捕らえる / 〈動いている物〉をつかみ取る / 〈列車など〉に間に合う/ 〈伝染性の病気〉にかかる / 《副詞[句]を伴って》引っかかる,has_dots
A1,celebrate,verb,…を祝う,"(儀式・祝典などを行って)…'を'祝う  / 〈人・行為など〉'を'世に知らせて賞賛する  / 〈儀式・結婚式など〉'を'挙行する,執り行う  / ミサを行う  / 《話》浮かれ騒ぐ",has_dots
A1,celebration,noun,祝賀,"祝賀,祝典(儀式)の挙行;〈C〉祝典,祭典,祝賀会",
A1,chair,noun,いす,"〈C〉いす(通例1人用の4脚で背のあるもの;armchair, easy chair, rocking chair, swivel chairも含めていう) / 《the chair》権威のある座(教授・裁伴官・司教・知事・市長などの地位)  / 《the chair》議長(chairperson)  / 《the chair》《米》(死刑用の)電気いす",
A1,change,noun,変化,"〈C〉《…の》変化,移り変わり,変遷《of ...》 / 〈C〉《…の》取り替え,交換;乗り換え《of ...》 / 〈U〉釣り銭,小銭",
A1,change,verb,…を変える,"《…に》…を変える,改める《into ...》 / …を取り替える,を交換する / 〈小切手・為替〉を現金にする,〈金〉を両替えする, 《…に》…を両替する《into ...》 / 《…に》変わる,変化する《to, into ...》 / (他の衣服に)着替える《into ...》 / 《…に》乗り換える《to ...》",has_dots
A1,character,noun,性格,"〈U〉〈C〉(人の)性格, 人格 / 〈C〉(物事が持っている)特質,特性 / (小説・劇などの)登場人物 / (意味を表す)文字,記号,字体",
A1,check,noun,阻止,"〈C〉《...の》 阻止 《to ...》 / (確認のための)照合, 検査 / 小切手",
A1,cheese,noun,チーズ,チーズ,
A1,chicken,noun,ひよこ,"〈C〉ひよこ,(一般に)ひな鳥  / 〈C〉《米》(一般に)鶏《英》fowl)  / 〈U〉ひな鳥の肉,鶏肉  / 〈C〉《米話》青二才;小娘  / 〈C〉《俗》おくびょう者  / 鶏肉の  / 小さい  / 《俗》おくびょうな",
A1,child,noun,子供,"(おとなに対して)子供,幼児,児童;(小学・中学・高校の)児童  / (親に対して)子,子孫;息子,娘  / (ある環鏡・時代の)影響を受けて生まれた人,(…の)申し子《+of+名》  / (頭脳・空想などが)産み出したものの,所産《+of+名》",
A1,chocolate,noun,チョコレート,"〈U〉〈C〉チョコレート;《複数形で》チョコレート菓子  / 〈U〉チョコレート飲料  / 〈U〉チョコレート色  / チョコレート製の,チョコレト入りの  / チョコレート色の",
A1,choose,verb,を選択する,"(多数の中から)〈人・物〉'を'選択する,選ぶ  / 〈事〉‘に'決める  / (…の中から)選択をする,選ぶ《~between(from)+名》  / 欲する,望む",
A1,church,noun,教会,"〈C〉(特に,キリスト数の)教会,教会堂  / 〈U〉(教会で行う)礼拝  / 〈U〉《しばしばC-》教派  / 《the ~》全キリスト教徒  / 《the ~,the C-》聖職,牧師の職  / 《集合的に》(同じ建物で礼拝する,または会衆(congregation)を構成する)キリスト教徒たち",
A1,cinema,noun,映画館,〈C〉映画館 / 《the ~》映画産業 / 《集合的に》映画,
A1,circle,noun,円,"円  / (劇場などの)半円形のさじき  / (…の)円形のもの《+of+名》  / (活動・勢力などの)範囲  / 《時に複数形で》(共通の利害・活動などで結ばれた)仲間,団体,…界  / 一巡;循環",too_short
A1,city,noun,都市,"〈C〉(特に行政権を持っている)都市, 都会 / 《米》市 / 《集合的に》都市の全市民,",
A1,class,noun,種類,"〈C〉(何らかの類似性を持つ)種類 / クラス / 〈U/C〉(クラス単位の)授業, 授業時間 / 〈C〉階級 / 等級",
A1,classmate,noun,級友,"級友,同級生",
A1,classroom,noun,クラスルーム,"クラスルーム,教室",
A1,clean,adjective,汚れのない,"汚れのない,清潔な  / 綺麗好きな / 使っていない  / 不純物がはいっていない,純粋な([[pure]])  / 清らかな,潔白な  / ゆがみのない,すっきりした  / 公正な([[fair]]),規則に従った  / 空白の;書き入れてない  / 完全な,全くの  / 鮮やかな,みごとな  / 放射能のない",
A1,clean,verb,…をきれいにする,…をきれいにする / …を片付ける / 〈肉・魚・野菜など〉を下ごしらえをする / きれいになる;きれいにする,has_dots
A1,clever,adjective,リコウな,"リコウな,頭のよい,才気のある,気のきいた  / 器用な,じょうずな(skillful)",
A1,climb,verb,をよじ登る,〈他〉をよじ登る《up》 / 〈自〉《...に》よじ登る《to ...》 / 上がっている,
A1,clock,noun,置き時計,〈C〉置き時計; 掛け時計,
A1,close,adjective,近い,"《...に》(距離・時間・関係が)近い,接近している《to ...》 / 《名詞の前にのみ用いて》親密な,親しい / ぎっしり詰まった,密集した / きめの細かい / 綿密な,厳重な([[strict]])  / 息がつまる,重苦しい([[stuffy]]) / 厳重に隠された,秘密の / ほとんど同等の,匹敵する / 《補語にのみ用いて》(金銭が)乏しい;《…に》けちな([[stingy]])《",
A1,close,verb,…を閉じる,"…を閉じる,を閉める([[shut]]) / …をふさぐ([[fill]]) / 〈仕事・話など〉を終える,を済ませる / 〈通路・施設など〉を一時的に閉じる / (一つにまとまるように)…をつめる / 〈ドア・目・花などが〉閉じる,閉まる / 〈話・相談・契約などが〉終わる,終了する,〈店などが〉休業する / くっつく,接近する([[come together]])",has_dots
A1,closed,adjective,閉まっている,"閉まっている, 閉じた / 休業した, 閉店した / 終了した / 非公開の",
A1,cloth,noun,布,"〈U〉布,生地,織物  / 〈C〉(特定の用途に応じる大きさの)布地;(特に)テーブル掛け(table cloth),ふきん(dishcloth),ぞうきん(duster)  / 〈U〉布表紙,クロース  / 〈U〉ラシャ  / 〈C〉黒の聖服;《文》《the~》聖職",too_short
A1,clothes,noun,衣服,"〈U〉衣服, 着物 / (シーツ・毛布など)寝具,夜具",
A1,cloud,noun,雲,"雲  / (…の)雲状のもの《+of+名》  / (昆虫・鳥・飛行機などの)大群,大集団《+of+名》  / (疑惑・苦悩などの)暗い影《+of+名》  / (鏡・ガラスなどの)くもり",too_short
A1,cloudy,adjective,曇った,"(空などが)曇った  / (煙などが)雲のような;(川・水などが)濁った;(大理石などが)曇りのうる  / (言葉などが)はっきりしない;(心などが)曇った,陰うつな",
A1,club,noun,こん棒,"こん棒  / (ゴルフなどの)クラブ,打球棒  / (社交・スポーツなどの)クラブ,同好会;クラブ室,クラブ会館  / (カードで)クラブのマーク;クラブの札;《複数形で》《単数・複数扱い》クラブの組  / ナイトクラブ  / …'を'こん棒でなぐる",
A1,coach,noun,コー​チ,"〈C〉コー​チ, 監督 / (箱形・屋根付き) 大型四輪馬車 / 普通客車 / 普通席",
A1,coat,noun,上着,〈C〉上着; コート/ 塗り,
A1,code,noun,法典,"法典  / (社会・階級・団体などを支配する)規約,おきて,慣例  / 信号法;暗号  / 〈通信など〉'を'暗号(信号)にする",
A1,coffee,noun,コーヒー,"〈U〉コーヒー[飲料];〈C〉《話》(1杯の)コーヒー  / 〈U〉コーヒー豆,コーヒーの粉末  / 〈C〉=coffee tree  / 〈U〉コーヒー色,濃褐色",
A1,coke,noun,Coca Colaの略称,〈U〉《しばしばC-》Coca Colaの略称 / 《俗》=cocaine,has_ascii_letter
A1,cold,adjective,寒い,"寒い,冷たい;冷えた,冷やした  / (性格・態度などが)冷たい,冷淡な,熱意のない;無情な,冷酷な  / (物事が)人をがっかりさせる,つまらない  / (色調が)冷たい,寒色の  / (獲物のにおい臭が)かすかな,弱い  / 《話》(打撃などで)意識を失った,失神した",
A1,cold,noun,寒さ,"〈U〉《しばしばthe~》寒さ,寒け,冷たさ / 〈C〉かぜ",
A1,collect,verb,...を集める,"〈他〉(趣味として) ...を集める / （税金・代金など）...を徴集する / 〈自〉集まる, 積もる / 集金する",
A1,collection,noun,集めること,"〈U〉〈C〉(…を)集めること,(…の)収集,採集;(税金などの)徴集,集金《+of+名》  / 〈C〉(…の)収集物,収蔵物,コレクション《+of+名》  / 〈U〉募金,〈C〉寄付金,献金  / 〈C〉(水・ちりなどの)堆積,集積,たまり《+of+名》",
A1,college,noun,大学,"《しばしば冠詞をつけず単数形で》(一般に)大学,カレッジ  / 単科大学,教養課程大学　《米》(総合大学 universityの)学部  / 《英》(Oxford・Cambridge 大学などの)学寮(university の一部で,教師・外生・研究育で自治組織を作っている)  / (特定の)パブリックスクール(public school)  / 《英》(universityに併設の)専門学校  ",
A1,color,noun,色,"〈C〉〈U〉色,色採,色調  / 《複数形で》絵の具([[paint]])  / 〈U〉《しばしばa ~》顔色;顔の赤み  / 〈U〉(有色人種,特に黒人の)皮膚の色  / 〈C〉〈U〉外見,見せかけ;〈U〉もっともらしさ,粉飾  / 〈U〉特色,特性,持ち味  / 《複数形で》軍旗;(特定団体の)記章の色,クラブ色,(学校の標識となる)校色",too_short
A1,color,verb,…を彩る,"…を彩る,を彩色する / 〈話など〉を色づけする,を潤色する / 色づく/ 顔を赤らめる《up》",has_dots
